artists,track_name,popularity,duration_ms,explicit,danceability,energy,valence,tempo,track_genre
Joey Montana;Lalo Ebratt,No Te Va,0,204880,False,0.844,0.934,0.647,96.983,reggaeton
Don Omar,Guaya Guaya,0,194013,False,0.787,0.872,0.696,92.025,reggaeton
Jhayco,Sensual Bebé,1,209146,True,0.776,0.629,0.104,97.066,reggaeton
J Balvin;Dua Lipa;Bad Bunny;Tainy,UN DIA (ONE DAY),7,232146,False,0.58,0.695,0.402,168.124,reggaeton
Don Omar,Salió El Sol,1,317280,False,0.886,0.708,0.965,109.976,reggaeton
Natti Natasha;Ozuna,Criminal,75,232549,False,0.814,0.813,0.839,79.997,reggaeton
J Balvin,Dónde Estarás,0,191973,False,0.828,0.763,0.861,90.004,reggaeton
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,2,192477,True,0.812,0.855,0.573,90.04,reggaeton
Jhayco;Anuel AA,Ley Seca,0,263666,False,0.759,0.843,0.56,105.016,reggaeton
Juan Magán;Belinda;Lapiz Conciente,Si No Te Quisiera,0,185480,False,0.705,0.874,0.788,128.02,reggaeton
Brray,Bichotes Con Clase,0,193400,True,0.786,0.825,0.752,180.026,reggaeton
Daddy Yankee,Limbo,75,224693,False,0.806,0.875,0.917,125.063,reggaeton
Lalo Ebratt;Sebastian Yatra;Yera;Trapical Minds,Déjate Querer,0,202823,False,0.755,0.792,0.842,106.015,reggaeton
Danny Ocean,Volare,3,147598,False,0.753,0.733,0.156,92.064,reggaeton
Feid;Nacho,911,2,221760,False,0.798,0.857,0.581,102.998,reggaeton
Becky G,Bella Ciao,61,160177,False,0.667,0.754,0.693,104.987,reggaeton
CNCO;Yandel,Hey DJ,68,206920,False,0.798,0.809,0.471,90.006,reggaeton
Juan Magán;Maffio,Tentándome,0,168746,False,0.647,0.816,0.725,119.826,reggaeton
"Héctor ""El Father""",Voy Subiendo,0,256893,False,0.75,0.916,0.505,92.004,reggaeton
J Balvin;Mr Eazi,Arcoíris,1,187120,False,0.611,0.781,0.413,186.162,reggaeton
Bad Bunny,Yo No Soy Celoso,85,230704,True,0.872,0.588,0.93,142.004,reggaeton
J Balvin;Skrillex,In Da Getto,75,131065,False,0.915,0.72,0.631,126.986,reggaeton
Simon la Letra;Dayser 23,Por Ti,43,258782,False,0.799,0.853,0.97,115.052,reggaeton
Drago200;Ak4:20,MAYBACH,41,142750,True,0.76,0.767,0.652,89.988,reggaeton
Daddy Yankee;Divino,Nada Ha Cambiao’,0,190000,True,0.735,0.906,0.71,92.023,reggaeton
Sebastian Yatra;Myke Towers,Pareja Del Año,0,195333,False,0.715,0.61,0.771,79.973,reggaeton
Sayian Jimmy;El Tigre García;Melora1n;Ribele;skillstayla,Con Ceviche Haciendo el Amor,39,275164,False,0.76,0.838,0.864,94.999,reggaeton
Feid,Si Te La Encuentras Por Ahí,4,191506,False,0.736,0.569,0.433,171.973,reggaeton
J Balvin,Amarillo,0,158146,False,0.876,0.85,0.962,122.666,reggaeton
Nicky Jam;Enrique Iglesias,El Perdón (with Enrique Iglesias),74,205906,False,0.628,0.69,0.66,179.908,reggaeton
Daddy Yankee;Wisin & Yandel,Si Supieras,4,241880,False,0.691,0.894,0.623,184.018,reggaeton
Bad Bunny,El Apagón,83,201816,False,0.629,0.698,0.599,117.765,reggaeton
J Balvin,Ahora,0,254906,False,0.81,0.784,0.817,88.001,reggaeton
Bad Bunny;Jhayco,Tarot,91,237894,True,0.795,0.684,0.419,114.011,reggaeton
KAROL G;Nicki Minaj,Tusa,78,200960,False,0.803,0.715,0.574,101.085,reggaeton
Ozuna;TINI,Un Reel,62,203840,False,0.715,0.744,0.746,163.005,reggaeton
Maluma,Mala Mía,65,183752,False,0.749,0.752,0.901,180.049,reggaeton
Fuego,Loco Por Llegar,0,187026,False,0.795,0.68,0.694,95.009,reggaeton
Feid,Feliz Cumpleaños Ferxxo,0,155960,False,0.865,0.573,0.563,94.999,reggaeton
Jairo Vera,Me Llamas,51,211337,False,0.717,0.521,0.202,99.986,reggaeton
Daddy Yankee,RUMBATÓN,2,248768,False,0.685,0.909,0.922,95.004,reggaeton
Manuel Turizo,La Bachata,98,162637,False,0.835,0.679,0.85,124.98,reggaeton
Elenco Junior Express;Diego Topa,Bichos,38,165733,False,0.683,0.894,0.911,100.026,reggaeton
Daddy Yankee,Limbo,75,224693,False,0.806,0.875,0.917,125.063,reggaeton
Sebastian Yatra;Daddy Yankee;Natti Natasha;Jonas Brothers,Runaway,54,202866,False,0.751,0.848,0.951,75.012,reggaeton
Anuel AA;Daddy Yankee;KAROL G;J Balvin;Ozuna,China,76,301714,False,0.786,0.808,0.609,105.027,reggaeton
KEVVO;J Balvin,Billetes Azules,0,189506,True,0.856,0.721,0.642,94.991,reggaeton
El Alfa;Noriel;Trueno,LOS APARATOS,82,232843,False,0.868,0.878,0.899,112.987,reggaeton
Juan Magán;Belinda;Lapiz Conciente,Si No Te Quisiera,0,185480,False,0.705,0.874,0.788,128.02,reggaeton
Nacho;Yandel;Zion;Justin Quiles;Elkeretumba,La Buena - Remix,0,220386,False,0.756,0.93,0.514,98.978,reggaeton
Guaynaa,Mera,0,199400,True,0.806,0.881,0.961,176.07,reggaeton
Fuego;Nicky Jam;De La Ghetto;Amenazzy;C. Tangana,Good Vibes - Official Remix,3,236906,False,0.757,0.614,0.279,100.037,reggaeton
Don Omar;Zion & Lennox,Te Quiero Pa´Mi,0,212026,False,0.765,0.816,0.624,89.005,reggaeton
Natan & Shander;Feid;Ryan Castro;Totoy El Frio,VIP Feat. Totoy El Frio,0,245026,False,0.753,0.704,0.492,182.036,reggaeton
Chris Jedi;J Balvin;Ozuna;Arcangel,Ahora Dice,0,270493,False,0.704,0.691,0.427,143.982,reggaeton
Anuel AA;KAROL G,Secreto,0,258799,False,0.807,0.803,0.706,91.982,reggaeton
J Balvin,Tu Veneno,4,157320,False,0.664,0.659,0.797,175.826,reggaeton
J Balvin;Bad Bunny,QUE PRETENDES,81,222346,False,0.639,0.791,0.939,92.603,reggaeton
Zion & Lennox;J Balvin,Otra vez,3,209453,False,0.829,0.772,0.702,95.995,reggaeton
J Balvin;Willy William,Mi Gente,70,189440,False,0.774,0.687,0.308,104.959,reggaeton
Nicky Jam,Hasta el Amanecer,71,198706,False,0.832,0.608,0.589,94.013,reggaeton
Anuel AA,Mercedes Tintia,81,195348,True,0.815,0.67,0.768,172.014,reggaeton
Chino & Nacho,Me Voy Enamorando,0,235720,False,0.686,0.912,0.511,99.952,reggaeton
J Balvin;Bad Bunny,LA CANCIÓN,88,242573,False,0.754,0.646,0.429,176.089,reggaeton
Rvssian;Rauw Alejandro;Chris Brown,Nostálgico,80,209883,True,0.734,0.846,0.604,98.026,reggaeton
Kail BRL;NvshoFlight,PAL PARY,39,221250,True,0.931,0.868,0.965,95.96,reggaeton
Alvaro Diaz;Rauw Alejandro,Problemón,1,193013,False,0.729,0.737,0.369,91.99,reggaeton
Franky Style,RUNAWAY,38,152441,True,0.893,0.596,0.5,96.008,reggaeton
Anuel AA;KAROL G,Secreto,2,258799,False,0.807,0.803,0.706,91.982,reggaeton
Mariah Angeliq;Guaynaa,Taxi,0,173653,False,0.727,0.796,0.701,180.069,reggaeton
Farruko,Pepas,86,287120,True,0.762,0.766,0.442,130.001,reggaeton
KAROL G;Nicki Minaj,Tusa,72,201920,False,0.799,0.701,0.607,100.946,reggaeton
Daddy Yankee;Wisin & Yandel,Si Supieras,4,241880,False,0.691,0.894,0.623,184.018,reggaeton
Alexis y Fido;Yandel,Te Reto,1,232213,False,0.824,0.681,0.516,170.042,reggaeton
Alex Sensation;Nicky Jam,La Diabla,0,202693,False,0.848,0.825,0.803,102.047,reggaeton
Yera;Mau y Ricky,Cosas Ricas,0,222580,False,0.771,0.693,0.714,93.004,reggaeton
Don Omar,Guaya Guaya,1,194013,False,0.787,0.872,0.696,92.025,reggaeton
Anuel AA;KAROL G,Secreto,2,258799,False,0.807,0.803,0.706,91.982,reggaeton
Mariah Angeliq;Lele Pons,Sucio Y Lento,0,222386,False,0.717,0.758,0.96,175.951,reggaeton
Don Omar,Salió El Sol,0,317280,False,0.886,0.708,0.965,109.976,reggaeton
Jeeiph,Bonita,0,188626,False,0.88,0.653,0.672,90.048,reggaeton
Wisin & Yandel,Sexy Movimiento,0,211920,False,0.787,0.858,0.814,105.0,reggaeton
Jairo Vera,Me Llamas,52,211337,False,0.717,0.521,0.202,99.986,reggaeton
Mariah Angeliq,Perreito,0,123680,True,0.737,0.607,0.528,179.957,reggaeton
Don Omar;Tego Calderón,Bandoleros,70,305280,False,0.662,0.896,0.79,90.622,reggaeton
Paulo Londra;Ed Sheeran,Noche de Novela,0,191896,False,0.522,0.585,0.411,97.99,reggaeton
KAROL G,"Ay, DiOs Mío!",1,189840,False,0.715,0.706,0.522,179.997,reggaeton
Don Omar,Dile,1,206986,False,0.822,0.744,0.747,94.04,reggaeton
J Alvarez;Sak Luke;DJ Valdi,Loka Loka,0,210093,False,0.775,0.794,0.84,94.018,reggaeton
Bad Bunny;The Marías,Otro Atardecer,85,244444,False,0.777,0.595,0.546,108.02,reggaeton
J Balvin;Skrillex,In Da Getto,5,130666,False,0.924,0.723,0.643,126.998,reggaeton
Kenia OS,Sirena (Versión Acústica),46,242261,False,0.599,0.477,0.455,133.593,reggaeton
Lalo Ebratt;Trapical,Boomerang,0,181045,False,0.603,0.661,0.919,92.135,reggaeton
Ozuna;El Cherry Scom,Perreo y Dembow,58,162026,False,0.913,0.722,0.545,110.015,reggaeton
Mariah Angeliq;Lele Pons,Sucio Y Lento,0,222386,False,0.717,0.758,0.96,175.951,reggaeton
Ozuna;Daddy Yankee;J Balvin;Farruko;Anuel AA,Baila Baila Baila - Remix,76,235284,False,0.785,0.572,0.49,100.016,reggaeton
Bad Bunny;Buscabulla,Andrea,86,339611,True,0.797,0.616,0.451,103.071,reggaeton
Brytiago;Wisin,Borracho,0,197360,False,0.816,0.701,0.653,92.003,reggaeton
Kevin Roldan,PPP,0,129332,False,0.798,0.625,0.774,92.994,reggaeton
Kevin Martes 13,Otro Planeta,41,195428,False,0.795,0.62,0.37,139.932,reggaeton
Alejo;Feid;ROBI,Pantysito,0,240413,True,0.83,0.739,0.631,97.993,reggaeton
Kenia OS,Por Siempre,50,185242,False,0.711,0.529,0.322,139.834,reggaeton
Tony Dize;Yandel,Permitame,0,185013,False,0.63,0.669,0.904,214.024,reggaeton
Maluma;Nego do Borel,Corazón (feat. Nego do Borel),69,184720,False,0.722,0.738,0.748,198.075,reggaeton
Ozuna,Kotodama,63,188533,False,0.884,0.694,0.597,93.025,reggaeton
Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,La Llevo Al Cielo,2,254920,True,0.795,0.845,0.769,170.023,reggaeton
J Balvin;Ed Sheeran,Sigue,74,159386,True,0.889,0.641,0.588,87.99,reggaeton
Alejo;Feid;ROBI,Pantysito,4,240413,True,0.83,0.739,0.631,97.993,reggaeton
Alex Sensation;Justin Quiles,Te Veré,0,185586,False,0.812,0.715,0.668,104.971,reggaeton
Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,La Llevo Al Cielo (Ft. Ñengo Flow),88,254920,True,0.795,0.845,0.769,170.023,reggaeton
Mariah Angeliq;Ñengo Flow,Tócame,0,225093,True,0.719,0.571,0.206,119.939,reggaeton
Daddy Yankee,Que Tire Pa Lante,69,210520,False,0.658,0.901,0.708,93.979,reggaeton
Kevin Roldan;Bryant Myers;Lyanno,Hasta Abajo,0,229826,False,0.714,0.671,0.641,169.727,reggaeton
Maluma;Chencho Corleone,Nos Comemos Vivos,80,225365,False,0.822,0.719,0.659,82.01,reggaeton
Jhayco;Anuel AA,Ley Seca,1,263666,False,0.759,0.843,0.56,105.016,reggaeton
Farina,Mucho Pa Ti,0,153746,False,0.733,0.7,0.639,108.263,reggaeton
Jhayco;J Balvin;Bad Bunny,No Me Conoce - Remix,1,309120,False,0.804,0.786,0.575,91.992,reggaeton
Kevin Roldan,BB,0,125840,False,0.782,0.616,0.888,171.841,reggaeton
Bad Bunny,A Tu Merced,83,175918,False,0.86,0.791,0.887,92.023,reggaeton
Jhayco;Wisin & Yandel,Imaginaste - Remix,3,246653,False,0.855,0.71,0.591,89.977,reggaeton
J Balvin,Amarillo,69,157733,False,0.641,0.857,0.961,122.728,reggaeton
Kevin Martes 13;Pablo Chill-E,Perco Con Mari,49,239412,True,0.844,0.612,0.341,124.027,reggaeton
Alvaro Diaz;Rauw Alejandro,Problemón,0,193013,False,0.729,0.737,0.369,91.99,reggaeton
J Balvin;Pharrell Williams;BIA;Sky,Safari,0,205600,False,0.689,0.675,0.604,180.077,reggaeton
Ronald Borjas;Nando de la Gente;Adelmo Gauna,"Los Pikis Exitos de Salsa Erótica, Vol. 2",40,1534315,False,0.554,0.825,0.848,91.464,reggaeton
Brytiago;Jhayco,Dispo,0,198813,False,0.877,0.661,0.434,89.998,reggaeton
Bad Bunny;Drake,MIA,0,210367,False,0.817,0.539,0.158,97.061,reggaeton
Daddy Yankee,RUMBATÓN,0,248768,False,0.685,0.909,0.922,95.004,reggaeton
Lalo Ebratt;Sebastian Yatra;Yera;Trapical Minds,Déjate Querer,0,202823,False,0.755,0.792,0.842,106.015,reggaeton
Pablo Chill-E;Julianno Sosa,Dale Tu Kolin,46,207333,True,0.907,0.544,0.374,132.017,reggaeton
Becky G,Can't Stop Dancin',61,198852,False,0.645,0.669,0.568,100.052,reggaeton
Almighty;Manny Montes,No Me Arrodillo,39,225500,False,0.81,0.542,0.376,164.151,reggaeton
J Balvin;Maria Becerra,Qué Más Pues?,0,217361,False,0.904,0.817,0.753,101.988,reggaeton
Bad Bunny;Chencho Corleone,Me Porto Bonito,97,178567,True,0.911,0.712,0.425,92.005,reggaeton
Jhayco;Bad Bunny,CÓMO SE SIENTE - Remix,1,227520,True,0.807,0.606,0.304,92.988,reggaeton
J Balvin;Bad Bunny;Marciano Cantero,UN PESO,0,277106,False,0.627,0.675,0.961,79.31,reggaeton
Daddy Yankee;Natti Natasha;Becky G;Bad Bunny,Dura - Remix,0,242160,False,0.772,0.803,0.853,94.98,reggaeton
Carlitos Junior;Yiordano Ignacio;BlackRoy,Desacatao (Remix),43,276228,False,0.721,0.785,0.887,127.017,reggaeton
Nio Garcia;Casper Magico;Bad Bunny;Darell;Ozuna;Nicky Jam,Te Boté - Remix,78,417920,True,0.903,0.675,0.442,96.507,reggaeton
Lenny Tavárez;Randy;De La Ghetto;Brray;Justin Quiles,La pared 720,1,276104,True,0.698,0.845,0.749,171.938,reggaeton
Justin Quiles;Robin Schulz,AEIOU,0,161880,False,0.689,0.856,0.706,126.108,reggaeton
Lalo Ebratt;Sebastian Yatra;Yera;Trapical Minds,Déjate Querer,0,202823,False,0.755,0.792,0.842,106.015,reggaeton
Don Omar;Juan Magán,No Sigue Modas Aka Ella No Sigue Modas,0,232000,False,0.685,0.862,0.884,128.032,reggaeton
Bad Bunny;Tainy,Callaita,80,250533,True,0.61,0.624,0.244,176.169,reggaeton
Wisin & Yandel,Sexy Movimiento,0,211920,False,0.787,0.858,0.814,105.0,reggaeton
J Balvin,Rosa,2,190253,False,0.637,0.583,0.305,176.025,reggaeton
Feid,Ferxxo 100,3,167760,False,0.705,0.562,0.569,163.893,reggaeton
Sebastian Yatra;Myke Towers,Pareja Del Año,1,195333,False,0.715,0.61,0.771,79.973,reggaeton
Alejo;Feid;ROBI,Pantysito,0,240413,True,0.83,0.739,0.631,97.993,reggaeton
Ozuna;Pedro Capó,Mar Chiquita,62,204413,False,0.713,0.76,0.668,98.015,reggaeton
Jhayco;Anuel AA;J Balvin,Medusa,3,304920,True,0.841,0.601,0.362,97.912,reggaeton
Ñejo & Dalmata,Pasarela,2,227466,False,0.798,0.821,0.526,95.004,reggaeton
Sebastian Yatra;Myke Towers,Pareja Del Año,77,195053,False,0.715,0.622,0.808,80.015,reggaeton
Myke Towers;Jhay Cortez,Ande Con Quien Ande,78,208734,True,0.825,0.736,0.508,92.028,reggaeton
KAROL G,BICHOTA,2,178946,True,0.863,0.666,0.838,163.908,reggaeton
Kinky,Marcha Atrás (Viaje a la Semilla),40,225880,False,0.665,0.958,0.745,122.988,reggaeton
Tony Dize,El Doctorado,60,263187,False,0.721,0.773,0.75,120.007,reggaeton
Alvaro Diaz,Brilloteo,1,258560,False,0.718,0.735,0.4,109.999,reggaeton
Alejo;Feid;ROBI,Pantysito,0,240413,True,0.83,0.739,0.631,97.993,reggaeton
"Wisin & Yandel;Franco ""El Gorilla"";Jayko",Me Estas Tentando - Remix,0,264306,False,0.819,0.897,0.805,116.019,reggaeton
Danny Ocean,Me rehúso,0,205714,False,0.743,0.804,0.425,104.822,reggaeton
Daddy Yankee;Pitbull,HOT,74,154493,True,0.898,0.677,0.578,130.027,reggaeton
Greeicy;Anitta,Jacuzzi,0,184106,False,0.821,0.736,0.941,93.008,reggaeton
Ñejo & Dalmata,Hoy Me Atrevo,2,208800,False,0.844,0.841,0.831,97.996,reggaeton
Golpe a Golpe;Yelsid,A Lo Moderno,39,236364,False,0.717,0.681,0.807,171.998,reggaeton
Don Omar,Vacilón,2,177293,False,0.734,0.519,0.685,82.983,reggaeton
Sech;Daddy Yankee;J Balvin;ROSALÍA;Farruko,Relación - Remix,76,247308,False,0.793,0.771,0.835,171.943,reggaeton
Jhayco;Bad Bunny,CÓMO SE SIENTE - Remix,0,227520,True,0.807,0.606,0.304,92.988,reggaeton
Daddy Yankee,Limbo,0,224800,False,0.805,0.878,0.922,124.994,reggaeton
Justin Quiles;Robin Schulz,AEIOU,0,161880,False,0.689,0.856,0.706,126.108,reggaeton
Feid,AMOR DE MI VIDA,7,189613,False,0.735,0.674,0.561,171.883,reggaeton
Jhayco;Bad Bunny,CÓMO SE SIENTE - Remix,0,227520,True,0.807,0.606,0.304,92.988,reggaeton
Ozuna,La Copa,72,154628,False,0.913,0.803,0.947,126.016,reggaeton
Joey Montana,Picky,0,180640,False,0.803,0.745,0.792,93.249,reggaeton
Don Omar,Dale Don Dale,0,212413,False,0.831,0.818,0.819,95.022,reggaeton
Anuel AA;Daddy Yankee;KAROL G;Ozuna;J Balvin,China,70,301714,False,0.786,0.808,0.608,105.029,reggaeton
Guaynaa,Rompe Rodillas,0,148680,False,0.778,0.66,0.945,91.971,reggaeton
Mariah Angeliq;Guaynaa,Taxi,0,173653,False,0.727,0.796,0.701,180.069,reggaeton
Don Omar;Plan B,Hooka,2,238386,False,0.733,0.859,0.845,170.047,reggaeton
Cali Y El Dandee;Sebastian Yatra,Locura,0,209440,False,0.758,0.778,0.532,92.983,reggaeton
Alex Sensation;Ozuna,Que Va,0,239826,False,0.768,0.828,0.827,90.982,reggaeton
Feid;Sech,JAMAICA,6,224240,False,0.52,0.542,0.669,81.131,reggaeton
Cali Y El Dandee;Juan Magán;Sebastian Yatra,Por Fin Te Encontré,0,250836,False,0.645,0.822,0.837,179.994,reggaeton
Jhayco;J Balvin;Bad Bunny,No Me Conoce - Remix,0,309120,False,0.804,0.786,0.575,91.992,reggaeton
Anuel AA;KAROL G,Secreto,0,258799,False,0.807,0.803,0.706,91.982,reggaeton
Endo,Ya No Creo en el Amor,39,220055,True,0.74,0.711,0.601,170.026,reggaeton
Wisin & Yandel,Sexy Movimiento,0,211920,False,0.787,0.858,0.814,105.0,reggaeton
Yaga & Mackie,No Seas Bobo,40,218706,False,0.718,0.909,0.738,180.023,reggaeton
"Tito ""El Bambino"";Beenie Man;Ines",Flow Natural,0,173866,False,0.831,0.789,0.826,101.037,reggaeton
Nacho;Los Mendoza,Happy Happy,0,185360,False,0.797,0.795,0.897,96.051,reggaeton
Drago200;Ak4:20,MAYBACH,41,142750,True,0.76,0.767,0.652,89.988,reggaeton
Jhayco,Sensual Bebé,0,209146,True,0.776,0.629,0.104,97.066,reggaeton
Hector & Tito,Felina,1,216426,False,0.773,0.93,0.732,92.989,reggaeton
Mariah Angeliq;Lele Pons,Sucio Y Lento,0,222386,False,0.717,0.758,0.96,175.951,reggaeton
Dvice,Necesito de Ti,45,193010,True,0.75,0.814,0.937,91.015,reggaeton
Alejo;Feid;ROBI,Pantysito,0,240413,True,0.83,0.739,0.631,97.993,reggaeton
Jhayco,Sensual Bebé,0,209146,True,0.776,0.629,0.104,97.066,reggaeton
Kevin Roldan,PPP,1,129332,False,0.798,0.625,0.774,92.994,reggaeton
Abraham Mateo;Ana Mena,Quiero Decirte,74,222348,False,0.751,0.772,0.923,117.941,reggaeton
Chris Jedi;J Balvin;Ozuna;Arcangel,Ahora Dice,0,270493,False,0.704,0.691,0.427,143.982,reggaeton
Don Omar;Lucenzo,Danza Kuduro,74,198786,False,0.699,0.917,0.889,130.04,reggaeton
Mariah Angeliq;Guaynaa,Taxi,0,173653,False,0.727,0.796,0.701,180.069,reggaeton
Wisin & Yandel,Pam Pam,2,227280,False,0.874,0.69,0.735,95.025,reggaeton
Sebastian Yatra;Beret,Vuelve,6,225213,False,0.692,0.49,0.255,155.831,reggaeton
Maluma,Felices los 4,74,230000,False,0.766,0.756,0.716,94.027,reggaeton
Tainy;Alvaro Diaz;Feid,A Mi También,0,171832,False,0.761,0.644,0.696,83.986,reggaeton
Alvaro Diaz;Joyce Santana;Deborah Blues,Mal Necesario,39,291023,True,0.743,0.576,0.337,126.945,reggaeton
Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,La Llevo Al Cielo,0,254920,True,0.795,0.845,0.769,170.023,reggaeton
Ozuna;Chencho Corleone;Arcangel;J Balvin;Randy,El Cel,63,287813,False,0.521,0.799,0.945,165.908,reggaeton
Juan Magán;Mala Rodríguez,Usted,0,233746,False,0.666,0.826,0.343,104.701,reggaeton
Yaga & Mackie,La Bellaquera,40,235400,True,0.833,0.661,0.881,78.006,reggaeton
Kevin Roldan,PPP,0,129332,False,0.798,0.625,0.774,92.994,reggaeton
Bad Bunny;Drake,MIA,65,210367,False,0.816,0.538,0.156,97.054,reggaeton
Rauw Alejandro;Chencho Corleone,Desesperados,83,224996,True,0.869,0.694,0.511,90.02,reggaeton
Wisin & Yandel,Estoy Enamorado,2,271720,False,0.78,0.725,0.431,100.92,reggaeton
Alvaro Diaz;Rauw Alejandro,Problemón,0,193013,False,0.729,0.737,0.369,91.99,reggaeton
Ozuna,Te Marchaste,60,240026,False,0.738,0.67,0.475,90.004,reggaeton
"Franco ""El Gorilla""",Psiquiatrica Loca,0,173360,False,0.699,0.94,0.921,186.077,reggaeton
Jerry Di;Zion & Lennox;Lyanno;Noriel;Luis Alberto Ambrosio Cuque;Pablo C Fuentes;Wilmo Belisario,Verano En París - Remix,0,275000,False,0.677,0.752,0.455,192.037,reggaeton
Chino & Nacho;Baroni,You Make Me Feel (Higha),0,315520,False,0.829,0.726,0.517,104.985,reggaeton
Sussie 4;Pato Machete,Vida,41,224987,False,0.73,0.746,0.195,95.007,reggaeton
Don Omar,Guaya Guaya,0,194013,False,0.787,0.872,0.696,92.025,reggaeton
Natti Natasha;Becky G,Ram Pam Pam,68,200785,True,0.908,0.813,0.924,97.018,reggaeton
Don Omar,Zumba,64,263973,False,0.718,0.892,0.828,124.98,reggaeton
Kevin Roldan;Wisin,Deseo,0,219853,False,0.708,0.788,0.697,178.039,reggaeton
Anuel AA;KAROL G,Secreto,2,258799,False,0.807,0.803,0.706,91.982,reggaeton
Dash;Jairo Vera;Basty Corvalan;jk.antony;robertvndres;Tokito Meneses,Como Le Hago Yo,40,308523,False,0.871,0.571,0.53,120.019,reggaeton
KAROL G,BICHOTA,0,178946,True,0.863,0.666,0.838,163.908,reggaeton
Daddy Yankee;Myke Towers;Jhayco,SÚBELE EL VOLUMEN,2,223366,True,0.83,0.623,0.614,101.036,reggaeton
Don Omar,Guaya Guaya,0,194013,False,0.787,0.872,0.696,92.025,reggaeton
KEVVO;J Balvin,Billetes Azules,0,189506,True,0.856,0.721,0.642,94.991,reggaeton
Chris Jedi;J Balvin;Ozuna;Arcangel,Ahora Dice,1,270493,False,0.704,0.691,0.427,143.982,reggaeton
Carlitos Junior;Pablo Chill-E,Juego de 3,41,186108,False,0.74,0.808,0.876,91.029,reggaeton
Bad Bunny,Yonaguni,87,206710,True,0.644,0.648,0.44,179.951,reggaeton
Elenco Junior Express;Diego Topa,El Juego de las Verduras,41,157173,False,0.682,0.891,0.967,149.934,reggaeton
Jhayco,Sensual Bebé,0,209146,True,0.776,0.629,0.104,97.066,reggaeton
"Tito ""El Bambino"";Randy",Siente El Boom,0,188733,False,0.804,0.745,0.512,95.024,reggaeton
Feid,Prohibidox,0,166253,False,0.647,0.801,0.517,180.108,reggaeton
Yera;Morat,Mejores Amigos,1,205369,False,0.55,0.74,0.902,179.961,reggaeton
Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,La Llevo Al Cielo,2,254920,True,0.795,0.845,0.769,170.023,reggaeton
Cauty;Hozwal,NO COGEMOS ESA,0,173333,True,0.65,0.681,0.44,89.886,reggaeton
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,85,192477,True,0.812,0.855,0.573,90.04,reggaeton
Daddy Yankee,PROBLEMA,68,184506,True,0.773,0.8,0.842,89.988,reggaeton
Balbi El Chamako;ITHAN NY;Galee Galee;Simon la Letra,Llegamos a la Disco,44,337872,True,0.804,0.824,0.815,98.0,reggaeton
Ozuna,Cielos Rosado,58,182840,False,0.86,0.72,0.23,120.0,reggaeton
Danny Ocean,Me rehúso,0,205714,False,0.743,0.804,0.425,104.822,reggaeton
31 Minutos,Nunca Me He Sacado un 7 - Michael Astudillo Jr,41,120600,False,0.77,0.686,0.938,96.967,reggaeton
Jhayco;Bad Bunny,CÓMO SE SIENTE - Remix,0,227520,True,0.807,0.606,0.304,92.988,reggaeton
J Balvin;Bad Bunny,LA CANCIÓN,3,242573,False,0.756,0.646,0.429,176.088,reggaeton
Bad Bunny,Me Fui de Vacaciones,84,180929,False,0.714,0.645,0.434,85.046,reggaeton
Feid;Dalex,Ron - Remix,5,187720,False,0.764,0.685,0.925,82.027,reggaeton
Bad Bunny;Daddy Yankee,La Santa,84,206420,True,0.744,0.868,0.586,93.037,reggaeton
Zion & Lennox;Daddy Yankee,Yo Voy,56,231840,False,0.793,0.747,0.57,95.036,reggaeton
Drago200;Ak4:20,XCLUSIVE,40,154770,True,0.754,0.865,0.651,95.091,reggaeton
Ozuna,Vida,61,152626,False,0.728,0.577,0.318,169.988,reggaeton
Bad Bunny,Si Veo a Tu Mamá,82,170971,False,0.9,0.603,0.824,129.928,reggaeton
Mariah Angeliq,Diablita,0,148346,False,0.808,0.749,0.546,100.018,reggaeton
Los Legendarios;Wisin;Jhay Cortez,Fiel,75,261665,False,0.849,0.701,0.505,98.005,reggaeton
Wisin & Yandel;Chris Brown;T-Pain,Algo Me Gusta De Ti,0,274946,False,0.626,0.769,0.237,127.949,reggaeton
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,1,192477,True,0.812,0.855,0.573,90.04,reggaeton
J Balvin;Bad Bunny,LA CANCIÓN,1,242573,False,0.756,0.646,0.429,176.088,reggaeton
KAROL G;Bad Bunny,Ahora Me Llama,3,233293,True,0.652,0.577,0.123,135.009,reggaeton
Don Omar,Guaya Guaya,4,194013,False,0.787,0.872,0.696,92.025,reggaeton
31 Minutos,Mundo Interior - Cápara Sonia,39,169134,False,0.669,0.967,0.6,81.488,reggaeton
Natti Natasha;Daddy Yankee;Wisin & Yandel,Mayor Que Usted,81,233519,False,0.625,0.839,0.771,184.08,reggaeton
Piso 21;Manuel Turizo,Los Cachos,85,212304,False,0.774,0.73,0.421,91.966,reggaeton
Becky G,MALA SANTA,65,173826,False,0.851,0.701,0.527,98.039,reggaeton
Bad Bunny,Un Ratito,87,176936,False,0.787,0.546,0.222,93.05,reggaeton
